,Artist ID,Name,Nationality,Gender,Birth Year,Death Year,age
5667,6314,Theodor Werner,German,Male,1886.0,1969.0,83.0
5668,6315,Wolfgang von Wersin,German,Male,1882.0,1976.0,94.0
5671,6318,Tom Wesselmann,American,Male,1931.0,2004.0,73.0
5672,6319,Levon West,American,Male,1900.0,1968.0,68.0
5673,6321,Timothy West,American,Male,1937.0,2012.0,75.0
5674,6322,H. C. Westermann,American,Male,1922.0,1981.0,59.0
5676,6327,Brett Weston,American,Male,1911.0,1993.0,82.0
5677,6329,Edward Weston,American,Male,1886.0,1958.0,72.0
5678,6330,Harold Weston,American,Male,1894.0,1972.0,78.0
5682,6335,John Adams Whipple,American,Male,1822.0,1891.0,69.0
5683,6336,James McNeill Whistler,American,Male,1834.0,1903.0,69.0
5684,6337,Rex Whistler,British,Male,1905.0,1944.0,39.0
5685,6338,Clarence H. White,American,Male,1871.0,1925.0,54.0
5686,6339,Charles White,American,Male,1918.0,1979.0,61.0
5687,6340,Henry White,British,Male,1819.0,1903.0,84.0
5689,6342,Minor White,American,Male,1908.0,1976.0,68.0
5692,6346,Walter Whitehead,American,Male,1874.0,1956.0,82.0
5693,6347,Brett Whiteley,Australian,Male,1939.0,1992.0,53.0
5698,6354,Jan Wiegers,Dutch,Male,1893.0,1959.0,66.0
5702,6358,Jupp Wiertz,German,Male,1881.0,1939.0,58.0
5704,6360,Orrin Wightman,American,Male,1873.0,1965.0,92.0
5705,6361,Svend Wiig Hansen,Danish,Male,1922.0,1997.0,75.0
5706,6362,Bjorn Wiinblad,Danish,Male,1918.0,2006.0,88.0
5707,6363,Hendrikus Th. Wijdeveld,Dutch,Male,1885.0,1987.0,102.0
5710,6366,Marguerite Wildenhain,American,Female,1896.0,1985.0,89.0
5711,6367,Adolpho Wildt,Italian,Male,1868.0,1931.0,63.0
5713,6371,Thomas Wilfred,American,Male,1889.0,1968.0,79.0
5714,6372,Ulfert Wilke,American,Male,1907.0,1988.0,81.0
5717,6375,Casey Williams,American,Male,1947.0,2013.0,66.0
5719,6377,Emmett Williams,American,Male,1925.0,2007.0,82.0
5720,6378,Fred Williams,Australian,Male,1927.0,1982.0,55.0
5721,6379,Hiram Draper Williams,American,Male,1917.0,2003.0,86.0
5722,6380,James Leon Williams,American,Male,1852.0,1920.0,68.0
5725,6383,Clara McDonald Williamson,American,Female,1875.0,1976.0,101.0
5728,6386,Christopher Wilmarth,American,Male,1943.0,1987.0,44.0
5729,6387,George Washington Wilson,British,Male,1823.0,1893.0,70.0
5730,6388,Jane Wilson,American,Female,1924.0,2015.0,91.0
5733,6391,Scott Wilson,Scottish,Male,1889.0,1972.0,83.0
5735,6394,Sven Wingquist,Swedish,Male,1876.0,1953.0,77.0
5740,6399,Garry Winogrand,American,Male,1928.0,1984.0,56.0
5742,6401,Rolf Winquist,Swedish,Male,1910.0,1968.0,58.0
5745,6405,Fritz Winter,German,Male,1905.0,1976.0,71.0
5746,6406,Alfred Winter-Rust,German,Male,1923.0,2000.0,77.0
5749,6409,Tapio Wirkkala,Finnish,Male,1915.0,1985.0,70.0
5753,6413,Eugen Wiskovsky,Czech,Male,1888.0,1964.0,76.0
5754,6414,Benno Wissing,Dutch,Male,1923.0,2008.0,85.0
5759,6419,Ben Wittick,American,Male,1845.0,1903.0,58.0
5761,6421,Josef Rudolf Witzel,German,Male,1867.0,1927.0,60.0
5762,6422,Emerson Woelffer,American,Male,1914.0,2003.0,89.0
5763,6423,Agatha Wojciechowsky,American,Female,1893.0,1986.0,93.0
5765,6426,Marion Post Wolcott,American,Female,1910.0,1990.0,80.0
5771,6432,Wols (A. O. Wolfgang Schulze),German,Male,1913.0,1951.0,38.0
5772,6433,Andrew Kay Womrath,American,Male,1869.0,1939.0,70.0
5773,6434,Helena (Mie Yuan Wong) Wong,Brazilian,Female,1938.0,1990.0,52.0
5774,6435,Paul Wonner,American,Male,1920.0,2008.0,88.0
5778,6439,Grant Wood,American,Male,1891.0,1942.0,51.0
5781,6442,Charles Herbert Woodbury,American,Male,1864.0,1940.0,76.0
5783,6444,Pamela Woodhead,British,Female,1955.0,2009.0,54.0
5786,6447,Joseph Janvier Woodward,American,Male,1833.0,1884.0,51.0
5788,6449,Hal Woolf,British,Male,1902.0,1962.0,60.0
5789,6450,Willard Worden,American,Male,1873.0,1946.0,73.0
5790,6451,Piet Worm,Dutch,Male,1909.0,1996.0,87.0
5791,6452,Edward Wormley,American,Male,1907.0,1995.0,88.0
5793,6454,Don Worth,American,Male,1924.0,2009.0,85.0
5794,6456,Fritz Wotruba,Austrian,Male,1907.0,1975.0,68.0
5795,6457,Dick Wray,American,Male,1933.0,2011.0,78.0
5796,6458,Cedric Wright,American,Male,1889.0,1959.0,70.0
5797,6459,Frank Lloyd Wright,American,Male,1867.0,1959.0,92.0
5798,6460,Russel Wright,American,Male,1904.0,1976.0,72.0
5800,6462,Theo Wujcik,American,Male,1936.0,2014.0,78.0
5801,6463,Paul Wunderlich,German,Male,1927.0,2010.0,83.0
5802,6464,Andrew Wyeth,American,Male,1917.0,2009.0,92.0
5806,6468,Richard Wyndham,British,Male,1896.0,1948.0,52.0
5808,6470,Bryan Wynter,British,Male,1915.0,1981.0,66.0
5810,6473,Jaume Juez i Castella (Xirinius),Spanish,Male,1906.0,2002.0,96.0
5813,6476,Ahmed Yacoubi,Moroccan,Male,1928.0,1985.0,57.0
5814,6478,Kazuo Yagi,Japanese,Male,1918.0,1979.0,61.0
5816,6481,Yamaguchi Gen,Japanese,Male,1896.0,1976.0,80.0
5818,6483,Susumu Yamaguchi,Japanese,Male,1897.0,1983.0,86.0
5819,6484,Takeo Yamaguchi,Japanese,Male,1902.0,1983.0,81.0
5824,6490,Sori Yanagi,Japanese,Male,1915.0,2011.0,96.0
5829,6495,Max Yavno,American,Male,1911.0,1985.0,74.0
5832,6498,Albert E. Yersin,Swiss,Male,1905.0,1984.0,79.0
5834,6500,Ylla,American,Female,1911.0,1955.0,44.0
5835,6501,Alejandro Mario Yllanes,Bolivian,Male,1913.0,1960.0,47.0
5842,6508,Masaji Yoshida,Japanese,Male,1917.0,1971.0,54.0
5845,6511,Hideo Yoshihara,Japanese,Male,1931.0,2007.0,76.0
5850,6518,Arthur Young,American,Male,1905.0,1995.0,90.0
5858,6526,Adja Yunkers,American,Male,1900.0,1983.0,83.0
5859,6527,Yvaral (Jean Pierre Vasarely),French,Male,1934.0,2002.0,68.0
5862,6530,Adolf Zabransky,German,Male,1909.0,1981.0,72.0
5864,6532,Léon Zack,French,Male,1892.0,1980.0,88.0
5865,6533,Ossip Zadkine,French,Male,1890.0,1967.0,77.0
5867,6535,Paul A. Zahl,American,Male,1910.0,1985.0,75.0
5869,6537,Alfredo Zalce,Mexican,Male,1908.0,2003.0,95.0
5870,6539,Wojciech Zamecznik,Polish,Male,1923.0,1967.0,44.0
5871,6540,Norman Zammitt,American,Male,1931.0,2007.0,76.0
5872,6541,Enrique Zañartu,Chilean,Male,1921.0,2000.0,79.0
5873,6542,Tono Zancanaro,Italian,Male,1906.0,1985.0,79.0
5875,6544,Marco Zanuso,Italian,Male,1916.0,2001.0,85.0
5876,6545,Zao Wou-ki,French,Male,1920.0,2013.0,93.0
5878,6548,Walter Zapp,Latvian,Male,1905.0,2003.0,98.0
5884,6555,Walter Zeischegg,Austrian,Male,1917.0,1983.0,66.0
5885,6556,Eva Zeisel,American,Female,1906.0,2011.0,105.0
5888,6559,Carlo Zen,Italian,Male,1851.0,1918.0,67.0
5890,6561,Karl Zerbe,American,Male,1903.0,1972.0,69.0
5892,6563,Zero (Hans Schleger),British,Male,1898.0,1976.0,78.0
5893,6564,Lina Zervudaki,French,Female,1890.0,1950.0,60.0
5897,6568,Heinrich Zille,German,Male,1858.0,1929.0,71.0
5900,6571,Mac Zimmerman,German,Male,1912.0,1995.0,83.0
5904,6577,Richard Zoellner,American,Male,1909.0,2003.0,94.0
5906,6579,Harry Zolotow,American,Male,1888.0,1963.0,75.0
5907,6581,Marguerite Zorach,American,Female,1887.0,1968.0,81.0
5908,6582,William Zorach,American,Male,1889.0,1966.0,77.0
5912,6586,Larry Zox,American,Male,1936.0,2006.0,70.0
5914,6589,Francisco Zuñiga,Mexican,Male,1912.0,1998.0,86.0
5916,6591,Anatoly Timofeevich Zverev,Russian,Male,1931.0,1986.0,55.0
5917,6592,Piet Zwart,Dutch,Male,1885.0,1977.0,92.0
5928,6604,John Button,American,Male,1930.0,1982.0,52.0
5929,6605,Tadeusz Trepkowski,Polish,Male,1914.0,1954.0,40.0
5931,6607,Ueli Berger,Swiss,Male,1937.0,2008.0,71.0
5937,6613,Antti Nurmesniemi,Finnish,Male,1927.0,2003.0,76.0
5939,6615,Nadezhda Udal'tsova,Russian,Female,1886.0,1961.0,75.0
5946,6623,David Wojnarowicz,American,Male,1954.0,1992.0,38.0
5947,6624,Fernand Léger,French,Male,1881.0,1955.0,74.0
5949,6627,Robert Gordy,American,Male,1933.0,1986.0,53.0
5952,6630,Bern Porter,American,Male,1911.0,2004.0,93.0
5953,6631,Rémy Zaugg,Swiss,Male,1943.0,2005.0,62.0
5958,6636,Gordon Matta-Clark,American,Male,1943.0,1978.0,35.0
5959,6637,Paul Thek,American,Male,1933.0,1988.0,55.0
5963,6641,Raffaele Leomporri,Italian,Male,1926.0,1974.0,48.0
5965,6643,Rafael Alberti,Spanish,Male,1902.0,1999.0,97.0
5967,6645,Pablo Palazuelo,Spanish,Male,1916.0,2007.0,91.0
5969,6647,George Mann Niedecken,American,Male,1878.0,1945.0,67.0
5970,6649,Vinicio Berti,Italian,Male,1921.0,1991.0,70.0
5978,6657,Louis-Auguste Girardot,French,Male,1856.0,1933.0,77.0
5979,6658,Louis Malteste,French,Male,1862.0,1928.0,66.0
5980,6660,Maurice Réalier-Dumas,French,Male,1860.0,1928.0,68.0
5981,6661,Émile Berchmans,Belgian,Male,1867.0,1947.0,80.0
5982,6662,G. de Latenay,French,Male,1859.0,1943.0,84.0
5983,6663,Marcel Lenoir,French,Male,1872.0,1931.0,59.0
5984,6664,H. Bellery-Desfontaines,French,Male,1867.0,1909.0,42.0
5985,6665,A. Calbet,French,Male,1869.0,1944.0,75.0
5987,6667,Ch Doudelet,Belgian,Male,1861.0,1938.0,77.0
5988,6668,F.-A Gorquet,French,Male,1862.0,1927.0,65.0
5990,6670,J. Wély,French,Male,1873.0,1910.0,37.0
5992,6672,L. Levy-Dhurmer,French,Male,1865.0,1953.0,88.0
5996,6676,A. Donnay,Belgian,Male,1862.0,1921.0,59.0
5999,6679,R. X. Prinet,French,Male,1861.0,1946.0,85.0
6004,6684,Henri Detouche,French,Male,1854.0,1913.0,59.0
6006,6686,E. Dinet,French,Male,1861.0,1929.0,68.0
6014,6694,E. Trigoulet,French,Male,1867.0,1910.0,43.0
6017,6697,J. Baseilhac,French,Male,1874.0,1903.0,29.0
6019,6699,J. A. Muenier,French,Male,1863.0,1942.0,79.0
6023,6703,Frantz Jourdain,French,Male,1847.0,1935.0,88.0
6025,6705,L. Borgex,French,Male,1875.0,1959.0,84.0
6026,6706,Jules Flandrin,French,Male,1871.0,1947.0,76.0
6029,6709,F. Cormon,French,Male,1845.0,1924.0,79.0
6030,6711,P. C. Helleu,French,Male,1859.0,1927.0,68.0
6031,6712,V. Prouvé,French,Male,1858.0,1943.0,85.0
6032,6713,Ch Guérin,French,Male,1875.0,1939.0,64.0
6034,6715,F. Guiguet,French,Male,1860.0,1937.0,77.0
6038,6719,F. Bracquemond,French,Male,1833.0,1914.0,81.0
6041,6722,A. Agache,French,Male,1843.0,1915.0,72.0
6042,6723,G. Dubuffe,French,Male,1853.0,1909.0,56.0
6044,6725,Armand Berton,French,Male,1854.0,1927.0,73.0
6045,6728,Rosalind Bengelsdorf,American,Female,1916.0,1979.0,63.0
6046,6729,Harry Bowden,American,Male,1907.0,1965.0,58.0
6048,6731,Herzl Emanuel,American,Male,1914.0,2002.0,88.0
6049,6732,Hananiah Harari,American,Male,1912.0,2000.0,88.0
6051,6735,Agnes Lyall,American,Female,1908.0,2013.0,105.0
6052,6736,Ralph M. Rosenborg,American,Male,1913.0,1992.0,79.0
6053,6738,Esphyr Slobodkina,American,Female,1908.0,2002.0,94.0
6055,6740,Rupert D. Turnbull,American,Male,1899.0,1943.0,44.0
6056,6741,Fredrick J. Whiteman,American,Male,1909.0,1997.0,88.0
6057,6742,Wilfred M. Zogbaum,American,Male,1915.0,1965.0,50.0
6059,6744,Myer Abel,American,Male,1904.0,1946.0,42.0
6071,6756,Greg Curnoe,Canadian,Male,1936.0,1992.0,56.0
6079,6764,Joyce Wieland,Canadian,Female,1931.0,1998.0,67.0
6093,6778,Enrique Grau,Colombian,Male,1920.0,2004.0,84.0
6094,6779,Phanor Leon,Colombian,Male,1944.0,2006.0,62.0
6096,6781,Francisco Corzas,Mexican,Male,1936.0,1983.0,47.0
6099,6784,Fernando Garcia Ponce,Mexican,Male,1933.0,1987.0,54.0
6102,6787,Mercedes Pardo,Venezuelan,Female,1922.0,2005.0,83.0
6103,6788,Alirio Palacios,Venezuelan,Male,1938.0,2015.0,77.0
6109,6794,Hernando Tejada,Colombian,Male,1925.0,1998.0,73.0
6125,6810,Bern Boyle,American,Male,1951.0,1992.0,41.0
6130,6815,Jimmy DeSana,American,Male,1950.0,1990.0,40.0
6154,6840,Dondi (Donald Joseph White),American,Male,1961.0,1998.0,37.0
6163,6849,Karl Opfermann,German,Male,1891.0,1960.0,69.0
6164,6850,Gerhardt von Ruckteschell,German,Male,1882.0,1941.0,59.0
6165,6851,Heinrich Stegemann,German,Male,1888.0,1945.0,57.0
6166,6852,Willi Titze,German,Male,1890.0,1979.0,89.0
6167,6853,Siegfried Schott,German,Male,1897.0,1971.0,74.0
6168,6854,Paul R. Meltsner,American,Male,1905.0,1959.0,54.0
6169,6855,Gretchen Bender,American,Female,1951.0,2004.0,53.0
6178,6864,Jan Tarasin,Polish,Male,1926.0,2009.0,83.0
6185,6871,Else Alfelt,Danish,Female,1910.0,1974.0,64.0
6186,6872,Ejler Bille,Danish,Male,1910.0,2004.0,94.0
6187,6873,Jacques Doucet,French,Male,1924.0,1994.0,70.0
6196,6890,Arkadii Shaikhet,Russian,Male,1889.0,1959.0,70.0
6199,6893,Zofia Rydet,Polish,Female,1911.0,1997.0,86.0
6202,6896,Edward Cheney,British,Male,1800.0,1866.0,66.0
6214,6911,Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,Male,1899.0,1971.0,72.0
6215,6912,Maya Deren,American,Female,1917.0,1961.0,44.0
6216,6913,Darrel Ellis,American,Male,1958.0,1992.0,34.0
6219,6916,Kati Horna,Mexican,Female,1912.0,2000.0,88.0
6221,6918,Vincent Alan W,American,Male,1960.0,1995.0,35.0
6225,6922,Lucia Moholy,British,Female,1894.0,1989.0,95.0
6231,6928,Philip Elliott,American,Male,1903.0,1985.0,82.0
6235,6934,Roberto Burle Marx,Brazilian,Male,1909.0,1994.0,85.0
6240,6941,Samuel Schellink,Danish,Male,1876.0,1958.0,82.0
6242,6943,David Lewis,British,Male,1939.0,2011.0,72.0
6249,6953,Zaha Hadid,British,Female,1950.0,2016.0,66.0
6257,6965,Georgii Stenberg,Russian,Male,1900.0,1933.0,33.0
6258,6966,Edward Larrabee Barnes,American,Male,1915.0,2004.0,89.0
6259,6967,Kisho Kurokawa,Japanese,Male,1934.0,2007.0,73.0
6263,6971,Jacob Jongert,Dutch,Male,1883.0,1942.0,59.0
6267,6976,Bernhard Luginbühl,Swiss,Male,1929.0,2011.0,82.0
6269,6978,Fallon Horne,British,Male,1814.0,1858.0,44.0
6271,6980,William Preston Mayfield,American,Male,1896.0,1974.0,78.0
6282,6991,John Murray,British,Male,1809.0,1898.0,89.0
6292,7001,Vernon Heath,British,Male,1819.0,1895.0,76.0
6293,7002,Humphrey Jennings,British,Male,1907.0,1950.0,43.0
6299,7008,Jean Pierre Pincemin,French,Male,1944.0,2005.0,61.0
6303,7012,Esther Parada,American,Female,1938.0,2005.0,67.0
6310,7019,Rudolph Von Ripper,American,Male,1905.0,1960.0,55.0
6314,7026,Gordon Coster,American,Male,1906.0,1988.0,82.0
6319,7031,W. H. Pigou,British,Male,1818.0,1858.0,40.0
6325,7037,Herbert G. Ponting,British,Male,1871.0,1935.0,64.0
6329,7041,Madoka Takagi,Japanese,Female,1956.0,2015.0,59.0
6337,7050,Nikos HadjiKyriakos-Ghika,Greek,Male,1906.0,1994.0,88.0
6339,7052,François Aubert,French,Male,1839.0,1900.0,61.0
6347,7061,William Morris,British,Male,1834.0,1896.0,62.0
6356,7071,Gary Essert,American,Male,1938.0,1992.0,54.0
6362,7077,Gustav Stickley,American,Male,1858.0,1942.0,84.0
6377,7094,Martin Wong,American,Male,1946.0,1999.0,53.0
6405,7123,Walther Ruttmann,German,Male,1887.0,1941.0,54.0
6407,7125,Keith Morrow Martin,American,Male,1911.0,1983.0,72.0
6410,7128,Chas Laborde (Charles Laborde),French,Male,1886.0,1941.0,55.0
6411,7129,Hin Bredendieck,German,Male,1904.0,1995.0,91.0
6415,7133,Robert Welch,British,Male,1929.0,2000.0,71.0
6437,7159,Peter Hujar,American,Male,1934.0,1987.0,53.0
6444,7166,Ludwig Mies van der Rohe,American,Male,1886.0,1969.0,83.0
6446,7168,Livio Castiglioni,Italian,Male,1911.0,1979.0,68.0
6456,7178,Popovi Da,American,Male,1931.0,1971.0,40.0
6457,7180,"Pininfarina (Battista ""Pinin"" Farina)",Italian,Male,1893.0,1966.0,73.0
6473,7201,Wassili Luckhardt,German,Male,1899.0,1972.0,73.0
6482,7210,Shiro Kuramata,Japanese,Male,1934.0,1991.0,57.0
6516,7261,Poul Henningsen,Danish,Male,1894.0,1967.0,73.0
6527,7290,Emile-Jacques Ruhlmann,French,Male,1879.0,1933.0,54.0
6530,7312,Charles O. Perry,American,Male,1929.0,2011.0,82.0
6535,7329,Emily Belding,American,Female,1904.0,1999.0,95.0
6537,7333,Alexander Girard,American,Male,1907.0,1993.0,86.0
6538,7336,Eszter Haraszty,American,Female,1920.0,1994.0,74.0
6542,7342,Sven Markelius,Swedish,Male,1889.0,1972.0,83.0
6543,7344,Dorothy Liebes,American,Female,1899.0,1972.0,73.0
6544,7346,Astrid Sampe,Swedish,Female,1909.0,2002.0,93.0
6546,7350,Ada Louise Huxtable,American,Female,1921.0,2013.0,92.0
6548,7353,Heinz Rasch,German,Male,1902.0,1996.0,94.0
6550,7357,Angelo Testa,American,Male,1921.0,1984.0,63.0
6551,7359,Basil Spence,British,Male,1907.0,1976.0,69.0
6553,7364,Vera (Vera Neumann),American,Female,1909.0,1993.0,84.0
6554,7365,Gretl Wollner,Austrian,Female,1920.0,2006.0,86.0
6557,7386,Warren Platner,American,Male,1919.0,2006.0,87.0
6561,7390,Moustapha Dimé,Senegalese,Male,1952.0,1998.0,46.0
6564,7393,William Stumpf,American,Male,1936.0,2006.0,70.0
6575,7409,Cecil Stephenson,British,Male,1889.0,1965.0,76.0
6590,7424,George Howe,American,Male,1886.0,1955.0,69.0
6591,7425,William Lescaze,American,Male,1896.0,1969.0,73.0
6596,7431,Giulio Aristide Sartorio,Italian,Male,1860.0,1932.0,72.0
6605,7442,Lella Vignelli,Italian,Female,1934.0,2016.0,82.0
6607,7445,Johann Loetz,American,Male,1848.0,1933.0,85.0
6608,7446,Moira Dryer,Canadian,Female,1957.0,1992.0,35.0
6615,7453,Arturo Ballester,Spanish,Male,1890.0,1979.0,89.0
6620,7458,Francisco Rivero Gil,Spanish,Male,1899.0,1972.0,73.0
6626,7464,Bill Traylor,American,Male,1854.0,1947.0,93.0
6629,7467,René Herbst,French,Male,1891.0,1982.0,91.0
6630,7468,Charles B. Kaufmann,American,Male,1890.0,1957.0,67.0
6633,7472,Gordon Cook,American,Male,1927.0,1985.0,58.0
6641,7481,Lucien Pissarro,French,Male,1863.0,1944.0,81.0
6642,7482,Daniel Lang,American,Male,1935.0,2013.0,78.0
6644,7484,(follower of) José-Guadalupe  Posada,Mexican,Male,1852.0,1913.0,61.0
6658,7499,Paul Balluriau,French,Male,1860.0,1917.0,57.0
6668,7512,Edward William Godwin,British,Male,1833.0,1886.0,53.0
6669,7513,Harry J. Powell,British,Male,1855.0,1922.0,67.0
6671,7515,Sir William Lyons,British,Male,1901.0,1985.0,84.0
6672,7516,Malcolm Sayer,British,Male,1916.0,1970.0,54.0
6679,7524,Minnie Evans,American,Female,1892.0,1987.0,95.0
6695,7542,Helen Chadwick,British,Female,1953.0,1996.0,43.0
6697,7546,Angus Fairhurst,British,Male,1966.0,2008.0,42.0
6701,7556,John Biggers,American,Male,1924.0,2001.0,77.0
6702,7557,Franz West,Austrian,Male,1947.0,2012.0,65.0
6745,7605,Emil Hoppe,Austrian,Male,1876.0,1957.0,81.0
6747,7607,Marcel Kammerer,Austrian,Male,1878.0,1969.0,91.0
6748,7608,Otto Schönthal,Austrian,Male,1878.0,1961.0,83.0
6768,7630,Hale Woodruff,American,Male,1900.0,1980.0,80.0
6778,7640,Steve Wolfe,American,Male,1955.0,2016.0,61.0
6779,7641,Gerald Brockhurst,American,Male,1890.0,1978.0,88.0
6781,7644,Elaine Lustig Cohen,American,Female,1927.0,2016.0,89.0
6789,7653,Rudy Burckhardt,American,Male,1914.0,1999.0,85.0
6795,7659,Herman Schervee,Norwegian,Male,1867.0,1923.0,56.0
6796,7660,Christer Strömholm,Swedish,Male,1918.0,2002.0,84.0
6797,7661,Aldo Rossi,Italian,Male,1931.0,1997.0,66.0
6800,7664,John Claude White,British,Male,1853.0,1918.0,65.0
6802,7666,Eugène Druet,French,Male,1868.0,1917.0,49.0
6803,7667,Horst P. Horst,American,Male,1906.0,1999.0,93.0
6804,7668,Robert Howlett,British,Male,1831.0,1858.0,27.0
6805,7669,Calvert Richard Jones,British,Male,1802.0,1877.0,75.0
6806,7670,Drahomir Joseph Ruzicka,American,Male,1870.0,1960.0,90.0
6807,7671,Frank Meadow Sutcliffe,British,Male,1853.0,1941.0,88.0
6808,7672,Léon Vidal,French,Male,1833.0,1906.0,73.0
6811,7675,Louis Legrand,French,Male,1863.0,1951.0,88.0
6820,7684,Equipo Crónica,Spanish,Male,1964.0,1981.0,17.0
6822,7686,Rafael Solbes,Spanish,Male,1940.0,1981.0,41.0
6823,7687,Barbara Blondeau,American,Female,1938.0,1974.0,36.0
6828,7693,Adolphe-Léon Willette,French,Male,1857.0,1926.0,69.0
6829,7694,Jay DeFeo,American,Female,1929.0,1989.0,60.0
6830,7695,José Gabriel Gonzáles,Peruvian,Male,1900.0,1978.0,78.0
6835,7700,François Kollar,French,Male,1904.0,1979.0,75.0
6836,7701,Herbert List,German,Male,1903.0,1975.0,72.0
6845,7710,Shikanosuke Yagaki,Japanese,Male,1897.0,1966.0,69.0
6849,7715,Hélio Oiticica,Brazilian,Male,1937.0,1980.0,43.0
6850,7716,Paul Vanderbilt,American,Male,1905.0,1992.0,87.0
6852,7718,Mogens Balle,Danish,Male,1921.0,1988.0,67.0
6860,7726,Jeanne Bardey,French,Female,1872.0,1954.0,82.0
6861,7727,Maurice Asselin,French,Male,1882.0,1947.0,65.0
6866,7733,Rigaud Benoit,Haitian,Male,1911.0,1986.0,75.0
6867,7734,Dieudonne Cedor,Haitian,Male,1925.0,2010.0,85.0
6868,7735,Gabriel Alix,Haitian,Male,1930.0,1998.0,68.0
6873,7740,Jacob Burck,American,Male,1907.0,1982.0,75.0
6874,7741,Russell Limbach,American,Male,1904.0,1971.0,67.0
6875,7742,Robert Walters,American,Male,1925.0,2008.0,83.0
6878,7803,Frederick Franck,American,Male,1909.0,2006.0,97.0
6882,7807,Jerry Cooke,American,Male,1922.0,2005.0,83.0
6885,7811,Jessie Tarbox Beals,American,Female,1870.0,1942.0,72.0
6886,7812,Juan Muñoz,Spanish,Male,1953.0,2001.0,48.0
6896,7822,Giorgio Sommer,Italian,Male,1834.0,1914.0,80.0
6903,7829,Kurt Kranz,German,Male,1910.0,1997.0,87.0
6904,7830,Erwin Smith,American,Male,1886.0,1947.0,61.0
6907,7834,Rose Mandel,American,Female,1910.0,2002.0,92.0
6911,7838,Étienne-Jules Marey,French,Male,1830.0,1904.0,74.0
6924,7851,Frances Benjamin Johnston,American,Female,1864.0,1952.0,88.0
6947,7874,Ruth Eckstein,American,Female,1916.0,2011.0,95.0
6952,7879,Ward Jackson,American,Male,1929.0,2004.0,75.0
6962,7889,Beatrice Riese,American,Female,1917.0,2004.0,87.0
6969,7897,Teiji Furuhashi,Japanese,Male,1960.0,1995.0,35.0
6974,7902,Kenzo Okada,American,Male,1902.0,1982.0,80.0
6975,7904,Henri-Victor Regnault,French,Male,1810.0,1878.0,68.0
6976,7905,Adolphe Terris,French,Male,1820.0,1900.0,80.0
6978,7907,René Ravo,French,Male,1904.0,1998.0,94.0
6981,7910,Rudolf Schwarzkogler,Austrian,Male,1940.0,1969.0,29.0
6983,7912,Mikhail Razulevich,Russian,Male,1904.0,1993.0,89.0
6984,7913,Werner Rohde,German,Male,1906.0,1990.0,84.0
6986,7915,Stanisław Ignacy Witkiewicz,Polish,Male,1885.0,1939.0,54.0
6987,7916,Mariana Yampolsky,Mexican,Female,1925.0,2002.0,77.0
6992,7921,Lola Alvarez Bravo,Mexican,Female,1907.0,1993.0,86.0
6997,7926,Terry Adkins,American,Male,1953.0,2014.0,61.0
7008,7942,Charles Moore,American,Male,1931.0,2010.0,79.0
7010,7958,José Leonilson,Brazilian,Male,1957.0,1993.0,36.0
7013,7961,Mira Schendel,Brazilian,Female,1919.0,1988.0,69.0
7015,7963,James Castle,American,Male,1900.0,1977.0,77.0
7016,7964,Dennis Hopper,American,Male,1936.0,2010.0,74.0
7022,7971,Ernest Cole,South African,Male,1940.0,1990.0,50.0
7023,7973,Yevgeny Khaldei,Russian,Male,1916.0,1998.0,82.0
7024,7974,Ivan Shagin,Russian,Male,1904.0,1982.0,78.0
7026,7976,Anatolli Skurikhin,Russian,Male,1900.0,1991.0,91.0
7028,7978,Georgi Zelma,Russian,Male,1906.0,1984.0,78.0
7031,7981,Serge Mouille,French,Male,1922.0,1988.0,66.0
7032,7982,Jean Prouvé,French,Male,1901.0,1984.0,83.0
7035,7986,Cedric Price,British,Male,1934.0,2003.0,69.0
7037,7988,Mathias Ungers,German,Male,1926.0,2007.0,81.0
7038,7991,Franco Albini,Italian,Male,1905.0,1977.0,72.0
7039,7992,Simon Ungers,German,Male,1957.0,2006.0,49.0
7047,8000,Johannes Potente,German,Male,1908.0,1987.0,79.0
